id,make,model,year,horsepower,torque,engine_make,engine_capacity,engine_cylinders,engine_modifier
2010 Ford Mustang Shelby GT500 Convertible,Ford,Ford Mustang Shelby GT500 Convertible,2010,550,510,Ford,5.4,8,S-charged
2011 Kia Sedona LX,Kia,Kia Sedona,2011,271,248,Kia,3.5,6,
2011 Kia Sedona EX,Kia,Kia Sedona,2011,271,248,Kia,3.5,6,
2010 Kia Sedona,Kia,Kia Sedona,2010,244,253,Kia,3.8,6,
2010 Kia Sedona LX,Kia,Kia Sedona,2010,244,253,Kia,3.8,6,
2010 Kia Sedona EX,Kia,Kia Sedona,2010,244,253,Kia,3.8,6,
2011 Audi R8 Spyder 4.2,Audi,Audi R8 Spyder,2011,420,317,Audi,4.2,8,
2010 Volkswagen GTI 4-Door,Volkswagen,Volkswagen GTI 4-Door,2010,200,207,Volkswagen,2.0,4,Turbo
2011 Audi R8 Spyder 5.2,Audi,Audi R8 Spyder,2011,525,391,Audi,5.2,10,
2012 Kia Sorento,Kia,Kia Sorento,2012,175,169,Kia,2.4,4,
2012 Kia Sorento LX,Kia,Kia Sorento,2012,175,169,Kia,2.4,4,
2012 Kia Sorento LX AWD,Kia,Kia Sorento,2012,175,169,Kia,2.4,4,
2012 Kia Sorento LX V6,Kia,Kia Sorento,2012,276,248,Kia,3.5,6,
2012 Kia Sorento LX V6 AWD,Kia,Kia Sorento,2012,276,248,Kia,3.5,6,
2012 Kia Sorento EX,Kia,Kia Sorento,2012,191,181,Kia,2.4,4,
2012 Kia Sorento EX AWD,Kia,Kia Sorento,2012,191,181,Kia,2.4,4,
2012 Kia Sorento EX V6,Kia,Kia Sorento,2012,276,248,Kia,3.5,6,
2012 Kia Sorento EX V6 AWD,Kia,Kia Sorento,2012,276,248,Kia,3.5,6,
2012 Kia Sorento SX,Kia,Kia Sorento,2012,276,248,Kia,3.5,6,
2012 Kia Sorento SX AWD,Kia,Kia Sorento,2012,276,248,Kia,3.5,6,
2012 Audi S4 Sedan 3.0,Audi,Audi S4 Sedan,2012,333,325,Audi,3.0,6,S-charged
2010 Chevrolet Camaro Coupe 1LS,Chevrolet,Chevrolet Camaro Coupe,2010,304,273,Chevrolet,3.6,6,
2010 Chevrolet Camaro Coupe 1LS AT,Chevrolet,Chevrolet Camaro Coupe,2010,304,273,Chevrolet,3.6,6,
2010 Chevrolet Camaro Coupe 1LT,Chevrolet,Chevrolet Camaro Coupe,2010,304,273,Chevrolet,3.6,6,
2010 Chevrolet Camaro Coupe 1LT AT,Chevrolet,Chevrolet Camaro Coupe,2010,304,273,Chevrolet,3.6,6,
2010 Chevrolet Camaro Coupe 2LT,Chevrolet,Chevrolet Camaro Coupe,2010,304,273,Chevrolet,3.6,6,
2010 Chevrolet Camaro Coupe 2LT AT,Chevrolet,Chevrolet Camaro Coupe,2010,304,273,Chevrolet,3.6,6,
2010 Chevrolet Camaro Coupe 1SS,Chevrolet,Chevrolet Camaro Coupe,2010,426,420,Chevrolet,6.2,8,
2010 Chevrolet Camaro Coupe 1SS AT,Chevrolet,Chevrolet Camaro Coupe,2010,426,420,Chevrolet,6.2,8,
2010 Chevrolet Camaro Coupe 2SS,Chevrolet,Chevrolet Camaro Coupe,2010,426,420,Chevrolet,6.2,8,
2010 Chevrolet Camaro Coupe 2SS AT,Chevrolet,Chevrolet Camaro Coupe,2010,426,420,Chevrolet,6.2,8,
2011 Audi S4 Sedan 3.0,Audi,Audi S4 Sedan,2011,333,325,Audi,3.0,6,S-charged
2011 Kia Sorento,Kia,Kia Sorento,2011,175,169,Kia,2.4,4,
2011 Kia Sorento LX,Kia,Kia Sorento,2011,175,169,Kia,2.4,4,
2011 Kia Sorento LX AWD,Kia,Kia Sorento,2011,175,169,Kia,2.4,4,
2011 Kia Sorento LX V6,Kia,Kia Sorento,2011,276,248,Kia,3.5,6,
2011 Kia Sorento LX V6 AWD,Kia,Kia Sorento,2011,276,248,Kia,3.5,6,
2011 Kia Sorento EX,Kia,Kia Sorento,2011,175,169,Kia,2.4,4,
2011 Kia Sorento EX AWD,Kia,Kia Sorento,2011,175,169,Kia,2.4,4,
2011 Kia Sorento EX V6,Kia,Kia Sorento,2011,276,248,Kia,3.5,6,
2011 Kia Sorento EX V6 AWD,Kia,Kia Sorento,2011,276,248,Kia,3.5,6,
2011 Kia Sorento SX,Kia,Kia Sorento,2011,276,248,Kia,3.5,6,
2011 Kia Sorento SX AWD,Kia,Kia Sorento,2011,276,248,Kia,3.5,6,
2012 Kia Sportage,Kia,Kia Sportage,2012,176,168,Kia,2.4,4,
2012 Kia Sportage LX,Kia,Kia Sportage,2012,176,168,Kia,2.4,4,
2012 Kia Sportage LX AWD,Kia,Kia Sportage,2012,176,168,Kia,2.4,4,
2012 Kia Sportage EX,Kia,Kia Sportage,2012,176,168,Kia,2.4,4,
2012 Kia Sportage EX AWD,Kia,Kia Sportage,2012,176,168,Kia,2.4,4,
2012 Kia Sportage SX,Kia,Kia Sportage,2012,260,269,Kia,2.0,4,Turbo
2012 Kia Sportage SX AWD,Kia,Kia Sportage,2012,260,269,Kia,2.0,4,Turbo
2010 Volkswagen Golf 2.0L 2-Door TDI,Volkswagen,Volkswagen Golf 2-Door,2010,140,236,Volkswagen,2.0,4,Turbo
2010 Volkswagen Golf 2-Door,Volkswagen,Volkswagen Golf 2-Door,2010,170,177,Volkswagen,2.5,5,
2010 Volkswagen Golf 2-Door AT,Volkswagen,Volkswagen Golf 2-Door,2010,170,177,Volkswagen,2.5,5,
2011 Kia Sportage,Kia,Kia Sportage,2011,176,168,Kia,2.4,4,
2011 Kia Sportage LX,Kia,Kia Sportage,2011,176,168,Kia,2.4,4,
2011 Kia Sportage LX AWD,Kia,Kia Sportage,2011,176,168,Kia,2.4,4,
2011 Kia Sportage EX,Kia,Kia Sportage,2011,176,168,Kia,2.4,4,
2011 Kia Sportage EX AWD,Kia,Kia Sportage,2011,176,168,Kia,2.4,4,
2011 Kia Sportage SX,Kia,Kia Sportage,2011,260,264,Kia,2.0,4,Turbo
2011 Kia Sportage SX AWD,Kia,Kia Sportage,2011,260,264,Kia,2.0,4,Turbo
2010 Audi S4 Sedan 3.0,Audi,Audi S4 Sedan,2010,333,325,Audi,3.0,6,S-charged
2010 Kia Sportage LX,Kia,Kia Sportage,2010,140,136,Kia,2.0,4,
2010 Kia Sportage LX AT,Kia,Kia Sportage,2010,140,136,Kia,2.0,4,
2010 Kia Sportage LX 4WD,Kia,Kia Sportage,2010,140,136,Kia,2.0,4,
2010 Kia Sportage LX V6,Kia,Kia Sportage,2010,173,178,Kia,2.7,6,
2010 Kia Sportage LX V6 4WD,Kia,Kia Sportage,2010,173,178,Kia,2.7,6,
2010 Kia Sportage EX,Kia,Kia Sportage,2010,173,178,Kia,2.7,6,
2010 Kia Sportage EX 4WD,Kia,Kia Sportage,2010,173,178,Kia,2.7,6,
2010 Honda Civic DX Sedan,Honda,Honda Civic Sedan,2010,140,128,Honda,1.8,4,
2010 Honda Civic DX Sedan AT,Honda,Honda Civic Sedan,2010,140,128,Honda,1.8,4,
2010 Honda Civic DX-VP Sedan,Honda,Honda Civic Sedan,2010,140,128,Honda,1.8,4,
2010 Honda Civic DX-VP Sedan AT,Honda,Honda Civic Sedan,2010,140,128,Honda,1.8,4,
2010 Honda Civic LX Sedan,Honda,Honda Civic Sedan,2010,140,128,Honda,1.8,4,
2010 Honda Civic LX Sedan AT,Honda,Honda Civic Sedan,2010,140,128,Honda,1.8,4,
2010 Honda Civic LX-S Sedan,Honda,Honda Civic Sedan,2010,140,128,Honda,1.8,4,
2010 Honda Civic LX-S Sedan AT,Honda,Honda Civic Sedan,2010,140,128,Honda,1.8,4,
2010 Honda Civic EX Sedan,Honda,Honda Civic Sedan,2010,140,128,Honda,1.8,4,
2010 Honda Civic EX Sedan AT,Honda,Honda Civic Sedan,2010,140,128,Honda,1.8,4,
2010 Honda Civic EX-L Sedan,Honda,Honda Civic Sedan,2010,140,128,Honda,1.8,4,
2010 Honda Civic EX-L Sedan AT,Honda,Honda Civic Sedan,2010,140,128,Honda,1.8,4,
2010 Honda Civic Si Sedan,Honda,Honda Civic Sedan,2010,197,139,Honda,2.0,4,
2010 Honda Civic GX Sedan,Honda,Honda Civic Sedan,2010,113,109,Honda,1.8,4,CNG
2011 Nissan Pathfinder SV,Nissan,Nissan Pathfinder,2011,266,288,Nissan,4.0,6,
2011 Nissan Pathfinder Silver Edition,Nissan,Nissan Pathfinder,2011,266,288,Nissan,4.0,6,
2011 Nissan Pathfinder Silver Edition 4x4,Nissan,Nissan Pathfinder,2011,266,288,Nissan,4.0,6,
2011 Nissan Pathfinder SV 4x4,Nissan,Nissan Pathfinder,2011,266,288,Nissan,4.0,6,
2011 Nissan Pathfinder S,Nissan,Nissan Pathfinder,2011,266,288,Nissan,4.0,6,
2011 Nissan Pathfinder S 4x4,Nissan,Nissan Pathfinder,2011,266,288,Nissan,4.0,6,
2011 Nissan Pathfinder LE,Nissan,Nissan Pathfinder,2011,266,288,Nissan,4.0,6,
2011 Nissan Pathfinder LE 4x4 V8,Nissan,Nissan Pathfinder,2011,310,388,Nissan,5.6,8,
2011 Nissan Pathfinder LE 4x4,Nissan,Nissan Pathfinder,2011,266,288,Nissan,4.0,6,
2011 Hyundai Santa Fe GLS AT,Hyundai,Hyundai Santa Fe,2011,175,169,Hyundai,2.4,4,
2011 Hyundai Santa Fe SE AWD,Hyundai,Hyundai Santa Fe,2011,276,248,Hyundai,3.5,6,
2011 Hyundai Santa Fe Limited 3.5 AWD,Hyundai,Hyundai Santa Fe,2011,276,248,Hyundai,3.5,6,
2011 Hyundai Santa Fe SE,Hyundai,Hyundai Santa Fe,2011,276,248,Hyundai,3.5,6,
2011 Hyundai Santa Fe GLS AT AWD,Hyundai,Hyundai Santa Fe,2011,175,169,Hyundai,2.4,4,
2011 Hyundai Santa Fe Limited 3.5,Hyundai,Hyundai Santa Fe,2011,276,248,Hyundai,3.5,6,
2011 Hyundai Santa Fe Limited,Hyundai,Hyundai Santa Fe,2011,175,169,Hyundai,2.4,4,
2011 Hyundai Santa Fe GLS,Hyundai,Hyundai Santa Fe,2011,175,169,Hyundai,2.4,4,
2011 Hyundai Santa Fe GLS 3.5 AWD,Hyundai,Hyundai Santa Fe,2011,276,248,Hyundai,3.5,6,
2011 Hyundai Santa Fe GLS 3.5,Hyundai,Hyundai Santa Fe,2011,276,248,Hyundai,3.5,6,
2010 Hyundai Santa Fe SE,Hyundai,Hyundai Santa Fe,2010,276,248,Hyundai,3.5,6,
2010 Hyundai Santa Fe Limited 3.5 AWD,Hyundai,Hyundai Santa Fe,2010,276,248,Hyundai,3.5,6,
2010 Hyundai Santa Fe GLS AT AWD,Hyundai,Hyundai Santa Fe,2010,175,169,Hyundai,2.4,4,
2010 Hyundai Santa Fe Limited,Hyundai,Hyundai Santa Fe,2010,175,169,Hyundai,2.4,4,
2010 Hyundai Santa Fe Limited 3.5,Hyundai,Hyundai Santa Fe,2010,276,248,Hyundai,3.5,6,
2010 Hyundai Santa Fe SE AWD,Hyundai,Hyundai Santa Fe,2010,276,248,Hyundai,3.5,6,
2010 Hyundai Santa Fe GLS AT,Hyundai,Hyundai Santa Fe,2010,175,169,Hyundai,2.4,4,
2010 Hyundai Santa Fe GLS,Hyundai,Hyundai Santa Fe,2010,175,169,Hyundai,2.4,4,
2012 Ford Taurus SE,Ford,Ford Taurus,2012,263,249,Ford,3.5,6,
2012 Ford Taurus SEL,Ford,Ford Taurus,2012,263,249,Ford,3.5,6,
2012 Ford Taurus SEL AWD,Ford,Ford Taurus,2012,263,249,Ford,3.5,6,
2012 Ford Taurus Limited,Ford,Ford Taurus,2012,263,249,Ford,3.5,6,
2012 Ford Taurus Limited AWD,Ford,Ford Taurus,2012,263,249,Ford,3.5,6,
2011 Ford Taurus SE,Ford,Ford Taurus,2011,263,249,Ford,3.5,6,
2011 Ford Taurus SEL,Ford,Ford Taurus,2011,263,249,Ford,3.5,6,
2011 Ford Taurus SEL AWD,Ford,Ford Taurus,2011,263,249,Ford,3.5,6,
2011 Ford Taurus Limited,Ford,Ford Taurus,2011,263,249,Ford,3.5,6,
2011 Ford Taurus Limited AWD,Ford,Ford Taurus,2011,263,249,Ford,3.5,6,
2010 Ford Taurus SE,Ford,Ford Taurus,2010,263,249,Ford,3.5,6,
2010 Ford Taurus SEL,Ford,Ford Taurus,2010,263,249,Ford,3.5,6,
2010 Ford Taurus SEL AWD,Ford,Ford Taurus,2010,263,249,Ford,3.5,6,
2010 Ford Taurus Limited,Ford,Ford Taurus,2010,263,249,Ford,3.5,6,
2010 Ford Taurus Limited AWD,Ford,Ford Taurus,2010,263,249,Ford,3.5,6,
2010 Volkswagen Golf 2.5L 4-Door,Volkswagen,Volkswagen Golf 4-Door,2010,170,177,Volkswagen,2.5,5,
2010 Volkswagen Golf 4-Door TDI,Volkswagen,Volkswagen Golf 4-Door,2010,140,236,Volkswagen,2.0,4,Turbo
2011 Volkswagen Golf 2.5L 2-Door,Volkswagen,Volkswagen Golf 2-Door,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Golf 2.5L 2-Door AT,Volkswagen,Volkswagen Golf 2-Door,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Golf TDI Clean Diesel 2-Door,Volkswagen,Volkswagen Golf 2-Door,2011,140,236,Volkswagen,2.0,4,Turbo
2011 Ford Edge SE,Ford,Ford Edge,2011,285,253,Ford,3.5,6,
2011 Ford Edge SEL,Ford,Ford Edge,2011,285,253,Ford,3.5,6,
2011 Ford Edge SEL AWD,Ford,Ford Edge,2011,285,253,Ford,3.5,6,
2011 Ford Edge Limited,Ford,Ford Edge,2011,285,253,Ford,3.5,6,
2011 Ford Edge Limited AWD,Ford,Ford Edge,2011,285,253,Ford,3.5,6,
2011 Ford Edge Sport,Ford,Ford Edge,2011,305,280,Ford,3.7,6,
2011 Ford Edge Sport AWD,Ford,Ford Edge,2011,305,280,Ford,3.7,6,
2011 Volkswagen Golf 2.5L 4-Door,Volkswagen,Volkswagen Golf 4-Door,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Golf TDI Clean Diesel 4-Door,Volkswagen,Volkswagen Golf 4-Door,2011,140,236,Volkswagen,2.0,4,Turbo
2012 Audi S5 Coupe 4.2 AT,Audi,Audi S5 Coupe,2012,354,325,Audi,4.2,8,
2012 Audi S5 Coupe 4.2,Audi,Audi S5 Coupe,2012,354,325,Audi,4.2,8,
2012 Ford Edge SE,Ford,Ford Edge,2012,285,253,Ford,3.5,6,
2012 Ford Edge SEL,Ford,Ford Edge,2012,285,253,Ford,3.5,6,
2012 Ford Edge SEL AWD,Ford,Ford Edge,2012,285,253,Ford,3.5,6,
2012 Ford Edge Limited,Ford,Ford Edge,2012,285,253,Ford,3.5,6,
2012 Ford Edge Limited AWD,Ford,Ford Edge,2012,285,253,Ford,3.5,6,
2012 Ford Edge Sport,Ford,Ford Edge,2012,305,280,Ford,3.7,6,
2012 Ford Edge Sport AWD,Ford,Ford Edge,2012,305,280,Ford,3.7,6,
2010 Ford Edge SE,Ford,Ford Edge,2010,265,250,Ford,3.5,6,
2010 Ford Edge SE Fleet,Ford,Ford Edge,2010,265,250,Ford,3.5,6,
2010 Ford Edge SEL,Ford,Ford Edge,2010,265,250,Ford,3.5,6,
2010 Ford Edge SEL AWD,Ford,Ford Edge,2010,265,250,Ford,3.5,6,
2010 Ford Edge Limited,Ford,Ford Edge,2010,265,250,Ford,3.5,6,
2010 Ford Edge Limited AWD,Ford,Ford Edge,2010,265,250,Ford,3.5,6,
2010 Ford Edge Sport,Ford,Ford Edge,2010,265,250,Ford,3.5,6,
2010 Ford Edge Sport AWD,Ford,Ford Edge,2010,265,250,Ford,3.5,6,
2011 Audi S5 Coupe 4.2 AT,Audi,Audi S5 Coupe,2011,354,325,Audi,4.2,8,
2011 Audi S5 Coupe 4.2,Audi,Audi S5 Coupe,2011,354,325,Audi,4.2,8,
2012 Ford Edge SE Turbo,Ford,Ford Edge,2012,240,270,Ford,2.0,4,Turbo
2012 Ford Edge Limited Turbo,Ford,Ford Edge,2012,240,270,Ford,2.0,4,Turbo
2012 Ford Edge SEL Turbo,Ford,Ford Edge,2012,240,270,Ford,2.0,4,Turbo
2010 Audi S5 Coupe 4.2 AT,Audi,Audi S5 Coupe,2010,354,325,Audi,4.2,8,
2010 Audi S5 Coupe 4.2,Audi,Audi S5 Coupe,2010,354,325,Audi,4.2,8,
2011 Audi S6,Audi,Audi S6,2011,435,398,Audi,5.2,10,
2010 Audi S6,Audi,Audi S6,2010,435,398,Audi,5.2,10,
2011 Honda Civic DX Sedan,Honda,Honda Civic Sedan,2011,140,128,Honda,1.8,4,
2011 Honda Civic DX Sedan AT,Honda,Honda Civic Sedan,2011,140,128,Honda,1.8,4,
2011 Honda Civic DX-VP Sedan,Honda,Honda Civic Sedan,2011,140,128,Honda,1.8,4,
2011 Honda Civic DX-VP Sedan AT,Honda,Honda Civic Sedan,2011,140,128,Honda,1.8,4,
2011 Honda Civic LX Sedan,Honda,Honda Civic Sedan,2011,140,128,Honda,1.8,4,
2011 Honda Civic LX Sedan AT,Honda,Honda Civic Sedan,2011,140,128,Honda,1.8,4,
2011 Honda Civic LX-S Sedan,Honda,Honda Civic Sedan,2011,140,128,Honda,1.8,4,
2011 Honda Civic LX-S Sedan AT,Honda,Honda Civic Sedan,2011,140,128,Honda,1.8,4,
2011 Honda Civic EX Sedan,Honda,Honda Civic Sedan,2011,140,128,Honda,1.8,4,
2011 Honda Civic EX Sedan AT,Honda,Honda Civic Sedan,2011,140,128,Honda,1.8,4,
2011 Honda Civic EX-L Sedan,Honda,Honda Civic Sedan,2011,140,128,Honda,1.8,4,
2011 Honda Civic Si Sedan,Honda,Honda Civic Sedan,2011,197,139,Honda,2.0,4,
2011 Honda Civic GX Sedan,Honda,Honda Civic Sedan,2011,113,109,Honda,1.8,4,CNG
2012 Chevrolet Corvette Z06 1LZ,Chevrolet,Chevrolet Corvette Z06,2012,505,470,Chevrolet,7.0,8,
2012 Chevrolet Corvette Z06 2LZ,Chevrolet,Chevrolet Corvette Z06,2012,505,470,Chevrolet,7.0,8,
2012 Chevrolet Corvette Z06 3LZ,Chevrolet,Chevrolet Corvette Z06,2012,505,470,Chevrolet,7.0,8,
2011 Chevrolet Corvette Z06 1LZ,Chevrolet,Chevrolet Corvette Z06,2011,505,470,Chevrolet,7.0,8,
2011 Chevrolet Corvette Z06 2LZ,Chevrolet,Chevrolet Corvette Z06,2011,505,470,Chevrolet,7.0,8,
2011 Chevrolet Corvette Z06 3LZ,Chevrolet,Chevrolet Corvette Z06,2011,505,470,Chevrolet,7.0,8,
2010 Chevrolet Corvette Z06 1LZ,Chevrolet,Chevrolet Corvette Z06,2010,505,470,Chevrolet,7.0,8,
2010 Chevrolet Corvette Z06 2LZ,Chevrolet,Chevrolet Corvette Z06,2010,505,470,Chevrolet,7.0,8,
2010 Chevrolet Corvette Z06 3LZ,Chevrolet,Chevrolet Corvette Z06,2010,505,470,Chevrolet,7.0,8,
2012 Chevrolet Corvette Convertible 1LT,Chevrolet,Chevrolet Corvette Convertible,2012,430,424,Chevrolet,6.2,8,
2012 Chevrolet Corvette Convertible 1LT AT,Chevrolet,Chevrolet Corvette Convertible,2012,430,424,Chevrolet,6.2,8,
2012 Chevrolet Corvette Convertible 2LT,Chevrolet,Chevrolet Corvette Convertible,2012,430,424,Chevrolet,6.2,8,
2012 Chevrolet Corvette Convertible 2LT AT,Chevrolet,Chevrolet Corvette Convertible,2012,430,424,Chevrolet,6.2,8,
2012 Chevrolet Corvette Convertible 3LT,Chevrolet,Chevrolet Corvette Convertible,2012,430,424,Chevrolet,6.2,8,
2012 Chevrolet Corvette Convertible 3LT AT,Chevrolet,Chevrolet Corvette Convertible,2012,430,424,Chevrolet,6.2,8,
2012 Chevrolet Corvette Convertible 4LT,Chevrolet,Chevrolet Corvette Convertible,2012,430,424,Chevrolet,6.2,8,
2012 Chevrolet Corvette Convertible 4LT AT,Chevrolet,Chevrolet Corvette Convertible,2012,430,424,Chevrolet,6.2,8,
2010 Nissan Pathfinder S 4x4,Nissan,Nissan Pathfinder,2010,266,288,Nissan,4.0,6,
2010 Nissan Pathfinder S FE+,Nissan,Nissan Pathfinder,2010,266,288,Nissan,4.0,6,
2010 Nissan Pathfinder SE,Nissan,Nissan Pathfinder,2010,266,288,Nissan,4.0,6,
2010 Nissan Pathfinder LE 4x4,Nissan,Nissan Pathfinder,2010,266,288,Nissan,4.0,6,
2010 Nissan Pathfinder LE 4x4 V8,Nissan,Nissan Pathfinder,2010,310,388,Nissan,5.6,8,
2010 Nissan Pathfinder SE 4x4,Nissan,Nissan Pathfinder,2010,266,288,Nissan,4.0,6,
2010 Nissan Pathfinder LE,Nissan,Nissan Pathfinder,2010,266,288,Nissan,4.0,6,
2010 Volkswagen Routan S,Volkswagen, Volkswagen Routan,2010,197,230,Volkswagen,3.8,6,
2010 Volkswagen Routan SE,Volkswagen, Volkswagen Routan,2010,197,230,Volkswagen,3.8,6,
2010 Volkswagen Routan SEL,Volkswagen, Volkswagen Routan,2010,251,259,Volkswagen,4.0,6,
2010 Volkswagen Routan SEL Premium,Volkswagen, Volkswagen Routan,2010,251,259,Volkswagen,4.0,6,
2009 Nissan Pathfinder LE,Nissan,Nissan Pathfinder,2009,266,288,Nissan,4.0,6,
2009 Nissan Pathfinder SE Off-Road,Nissan,Nissan Pathfinder,2009,266,288,Nissan,4.0,6,
2009 Nissan Pathfinder SE 4x4,Nissan,Nissan Pathfinder,2009,266,288,Nissan,4.0,6,
2009 Nissan Pathfinder LE 4x4 V8,Nissan,Nissan Pathfinder,2009,310,388,Nissan,5.6,8,
2009 Nissan Pathfinder S,Nissan,Nissan Pathfinder,2009,266,288,Nissan,4.0,6,
2009 Nissan Pathfinder S 4x4,Nissan,Nissan Pathfinder,2009,266,288,Nissan,4.0,6,
2009 Nissan Pathfinder LE 4x4,Nissan,Nissan Pathfinder,2009,266,288,Nissan,4.0,6,
2009 Nissan Pathfinder SE,Nissan,Nissan Pathfinder,2009,266,288,Nissan,4.0,6,
2011 Volkswagen Routan S,Volkswagen,Volkswagen Routan,2011,283,260,Volkswagen,3.6,6,
2011 Volkswagen Routan SE,Volkswagen,Volkswagen Routan,2011,283,260,Volkswagen,3.6,6,
2011 Volkswagen Routan SEL,Volkswagen,Volkswagen Routan,2011,283,260,Volkswagen,3.6,6,
2011 Volkswagen Routan SEL Premium,Volkswagen,Volkswagen Routan,2011,283,260,Volkswagen,3.6,6,
2010 Volkswagen Tiguan S,Volkswagen,Volkswagen Tiguan,2010,200,207,Volkswagen,2.0,4,Turbo
2010 Volkswagen Tiguan S AT,Volkswagen,Volkswagen Tiguan,2010,200,207,Volkswagen,2.0,4,Turbo
2010 Volkswagen Tiguan SE,Volkswagen,Volkswagen Tiguan,2010,200,207,Volkswagen,2.0,4,Turbo
2010 Volkswagen Tiguan SEL,Volkswagen,Volkswagen Tiguan,2010,200,207,Volkswagen,2.0,4,Turbo
2012 Hyundai Sonata GLS,Hyundai,Hyundai Sonata,2012,198,184,Hyundai,2.4,4,
2012 Hyundai Sonata Limited PZEV,Hyundai,Hyundai Sonata,2012,190,179,Hyundai,2.4,4,
2012 Hyundai Sonata SE,Hyundai,Hyundai Sonata,2012,200,186,Hyundai,2.4,4,
2012 Hyundai Sonata GLS PZEV,Hyundai,Hyundai Sonata,2012,190,179,Hyundai,2.4,4,
2012 Hyundai Sonata GLS AT,Hyundai,Hyundai Sonata,2012,198,184,Hyundai,2.4,4,
2012 Hyundai Sonata SE Turbo,Hyundai,Hyundai Sonata,2012,274,269,Hyundai,2.0,4,Turbo
2012 Hyundai Sonata Limited,Hyundai,Hyundai Sonata,2012,198,184,Hyundai,2.4,4,
2012 Hyundai Sonata Limited Turbo,Hyundai,Hyundai Sonata,2012,274,269,Hyundai,2.0,4,Turbo
2011 Hyundai Sonata Limited,Hyundai,Hyundai Sonata,2011,200,186,Hyundai,2.4,4,
2011 Hyundai Sonata Limited Turbo,Hyundai,Hyundai Sonata,2011,274,269,Hyundai,2.0,4,Turbo
2011 Hyundai Sonata GLS AT,Hyundai,Hyundai Sonata,2011,198,184,Hyundai,2.4,4,
2011 Hyundai Sonata GLS,Hyundai,Hyundai Sonata,2011,198,184,Hyundai,2.4,4,
2011 Hyundai Sonata SE Turbo,Hyundai,Hyundai Sonata,2011,274,269,Hyundai,2.0,4,Turbo
2011 Hyundai Sonata Limited PZEV,Hyundai,Hyundai Sonata,2011,190,179,Hyundai,2.4,4,
2011 Hyundai Sonata GLS PZEV,Hyundai,Hyundai Sonata,2011,190,179,Hyundai,2.4,4,
2011 Hyundai Sonata SE,Hyundai,Hyundai Sonata,2011,200,186,Hyundai,2.4,4,
2010 Hyundai Sonata GLS AT,Hyundai,Hyundai Sonata,2010,175,168,Hyundai,2.4,4,
2010 Hyundai Sonata GLS,Hyundai,Hyundai Sonata,2010,175,168,Hyundai,2.4,4,
2010 Hyundai Sonata GLS PZEV,Hyundai,Hyundai Sonata,2010,168,163,Hyundai,2.4,4,
2010 Hyundai Sonata SE PZEV,Hyundai,Hyundai Sonata,2010,168,163,Hyundai,2.4,4,
2010 Hyundai Sonata SE,Hyundai,Hyundai Sonata,2010,175,168,Hyundai,2.4,4,
2010 Hyundai Sonata Limited,Hyundai,Hyundai Sonata,2010,175,168,Hyundai,2.4,4,
2010 Hyundai Sonata Limited PZEV,Hyundai,Hyundai Sonata,2010,168,163,Hyundai,2.4,4,
2010 Hyundai Sonata Limited V6,Hyundai,Hyundai Sonata,2010,249,229,Hyundai,3.3,6,
2010 Hyundai Sonata SE V6,Hyundai,Hyundai Sonata,2010,249,229,Hyundai,3.3,6,
2011 Honda CR-Z EX,Honda,Honda CR-Z,2011,122,128,Honda,1.5,4,
2011 Honda CR-Z,Honda,Honda CR-Z,2011,122,128,Honda,1.5,4,
2011 Hyundai Veracruz GLS,Hyundai,Hyundai Veracruz,2011,260,257,Hyundai,3.8,6,
2011 Hyundai Veracruz Limited,Hyundai,Hyundai Veracruz,2011,260,257,Hyundai,3.8,6,
2011 Hyundai Veracruz GLS AWD,Hyundai,Hyundai Veracruz,2011,260,257,Hyundai,3.8,6,
2011 Hyundai Veracruz Limited AWD,Hyundai,Hyundai Veracruz,2011,260,257,Hyundai,3.8,6,
2010 Hyundai Veracruz GLS AWD,Hyundai,Hyundai Veracruz,2010,260,257,Hyundai,3.8,6,
2010 Hyundai Veracruz GLS,Hyundai,Hyundai Veracruz,2010,260,257,Hyundai,3.8,6,
2010 Hyundai Veracruz Limited AWD,Hyundai,Hyundai Veracruz,2010,260,257,Hyundai,3.8,6,
2010 Hyundai Veracruz Limited,Hyundai,Hyundai Veracruz,2010,260,257,Hyundai,3.8,6,
2011 Honda Fit,Honda,Honda Fit,2011,117,106,Honda,1.5,4,
2011 Honda Fit AT,Honda,Honda Fit,2011,117,106,Honda,1.5,4,
2011 Honda Fit Sport,Honda,Honda Fit,2011,117,106,Honda,1.5,4,
2011 Honda Fit Sport AT,Honda,Honda Fit,2011,117,106,Honda,1.5,4,
2011 Hyundai Sonata Hybrid,Hyundai,Hyundai Sonata Hybrid,2011,166,154,Hyundai,2.4,4,Hybrid
2012 Hyundai Tucson GL AT,Hyundai,Hyundai Tucson,2012,165,146,Hyundai,2.0,4,
2012 Hyundai Tucson GLS,Hyundai,Hyundai Tucson,2012,176,168,Hyundai,2.4,4,
2012 Hyundai Tucson Limited AWD,Hyundai,Hyundai Tucson,2012,170,163,Hyundai,2.4,4,
2012 Hyundai Tucson Limited,Hyundai,Hyundai Tucson,2012,176,168,Hyundai,2.4,4,
