id,car_id,fuel_type
1360,2010 Chevrolet Corvette Grand Sport Coupe 3LT AT,Gasoline
1361,2010 Chevrolet Corvette Grand Sport Coupe 4LT,Gasoline
1362,2010 Chevrolet Corvette Grand Sport Coupe 4LT AT,Gasoline
1363,2011 Mercedes-Benz E350 4Matic Wagon,Gasoline
1364,2010 Mercedes-Benz G550,Gasoline
1365,2010 Mercedes-Benz G55 AMG,Gasoline
1366,2011 Mercedes-Benz G550,Gasoline
1367,2011 Mercedes-Benz G55 4Matic AMG,Gasoline
1368,2012 Chevrolet Corvette Grand Sport Convertible 1LT,Gasoline
1369,2012 Chevrolet Corvette Grand Sport Convertible 1LT AT,Gasoline
1370,2012 Chevrolet Corvette Grand Sport Convertible 2LT,Gasoline
1371,2012 Chevrolet Corvette Grand Sport Convertible 2LT AT,Gasoline
1372,2012 Chevrolet Corvette Grand Sport Convertible 3LT,Gasoline
1373,2012 Chevrolet Corvette Grand Sport Convertible 3LT AT,Gasoline
1374,2012 Chevrolet Corvette Grand Sport Convertible 4LT,Gasoline
1375,2012 Chevrolet Corvette Grand Sport Convertible 4LT AT,Gasoline
1376,2011 Chevrolet Corvette Grand Sport Convertible 1LT,Gasoline
1377,2011 Chevrolet Corvette Grand Sport Convertible 1LT AT,Gasoline
1378,2011 Chevrolet Corvette Grand Sport Convertible 2LT,Gasoline
1379,2011 Chevrolet Corvette Grand Sport Convertible 2LT AT,Gasoline
1380,2011 Chevrolet Corvette Grand Sport Convertible 3LT,Gasoline
1381,2011 Chevrolet Corvette Grand Sport Convertible 3LT AT,Gasoline
1382,2011 Chevrolet Corvette Grand Sport Convertible 4LT,Gasoline
1383,2011 Chevrolet Corvette Grand Sport Convertible 4LT AT,Gasoline
1384,2010 Chevrolet Corvette Grand Sport Convertible 1LT,Gasoline
1385,2010 Chevrolet Corvette Grand Sport Convertible 1LT AT,Gasoline
1386,2010 Chevrolet Corvette Grand Sport Convertible 2LT,Gasoline
1387,2010 Chevrolet Corvette Grand Sport Convertible 2LT AT,Gasoline
1388,2010 Chevrolet Corvette Grand Sport Convertible 3LT,Gasoline
1390,2010 Chevrolet Corvette Grand Sport Convertible 4LT,Gasoline
1391,2010 Chevrolet Corvette Grand Sport Convertible 4LT AT,Gasoline
1392,2010 Cadillac CTS Sport Sedan,Gasoline
1393,2010 Cadillac CTS Sport Sedan AWD,Gasoline
1394,2011 Cadillac Escalade ESV,Gasoline
1395,2010 Cadillac CTS Sport Sedan Luxury,Gasoline
1396,2010 Cadillac CTS Sport Sedan Luxury AWD,Gasoline
1397,2010 Cadillac CTS Sport Sedan Performance,Gasoline
1398,2010 Cadillac CTS Sport Sedan Performance AWD,Gasoline
1399,2010 Cadillac CTS Sport Sedan 3.6L Performance MT,Gasoline
1400,2010 Cadillac CTS Sport Sedan 3.6L Performance AWD,Gasoline
1401,2010 Cadillac CTS Sport Sedan Premium MT,Gasoline
1402,2010 Cadillac CTS Sport Sedan Premium AWD,Gasoline
1403,2010 Cadillac CTS Sport Sedan 3.6L Performance,Gasoline
1404,2010 Cadillac CTS Sport Sedan Premium,Gasoline
1405,2011 Mitsubishi Lancer Evolution GSR,Gasoline
1406,2010 Mitsubishi Lancer Evolution GSR,Gasoline
1407,2011 Mitsubishi Lancer Sportback ES,Gasoline
1408,2011 Mitsubishi Lancer Sportback GTS,Gasoline
1409,2010 Mitsubishi Lancer Sportback GTS,Gasoline
1410,2011 Mitsubishi Outlander XLS,Gasoline
1411,2010 Mitsubishi Outlander GT,Gasoline
1412,2010 Mitsubishi Outlander XLS,Gasoline
1413,2010 Mitsubishi Outlander XLS AWD,Gasoline
1414,2011 Cadillac CTS Coupe,Gasoline
1415,2011 Cadillac CTS Coupe AWD,Gasoline
1416,2011 Cadillac CTS Coupe Performance MT,Gasoline
1417,2011 Cadillac CTS Coupe Performance,Gasoline
1418,2011 Cadillac CTS Coupe Performance AWD,Gasoline
1419,2011 Cadillac CTS Coupe Premium MT,Gasoline
1420,2011 Cadillac CTS Coupe Premium,Gasoline
1421,2011 Cadillac CTS Coupe Premium AWD,Gasoline
1422,2010 Toyota Sequoia SR5,Gasoline
1423,2010 Toyota Sequoia SR5 5.7L,Gasoline
1424,2010 Toyota Sequoia SR5 4x4,Gasoline
1425,2010 Toyota Sequoia SR5 5.7L 4x4,Gasoline
1426,2010 Toyota Sequoia SR5 FFV,Gasoline
1427,2010 Toyota Sequoia Limited,Gasoline
1428,2010 Toyota Sequoia Limited 4x4,Gasoline
1429,2010 Toyota Sequoia Limited FFV,Gasoline
1430,2010 Toyota Sequoia Platinum,Gasoline
1431,2010 Toyota Sequoia Platinum 4x4,Gasoline
1432,2010 Toyota Sequoia Platinum FFV,Gasoline
1433,2011 Mitsubishi Outlander Sport ES,Gasoline
1434,2011 Cadillac DTS,Gasoline
1435,2011 Cadillac DTS Luxury,Gasoline
1436,2011 Cadillac DTS Premium,Gasoline
1437,2011 Cadillac DTS Platinum,Gasoline
1438,2011 Infiniti EX35,Gasoline
1439,2011 Infiniti EX35 AWD,Gasoline
1440,2011 Infiniti EX35 Journey,Gasoline
1441,2011 Infiniti EX35 Journey AWD,Gasoline
1442,2010 BMW 335i Sedan AT,Gasoline
1443,2010 BMW 335i xDrive Sedan AT,Gasoline
1444,2010 BMW 328i Sedan,Gasoline
1445,2010 BMW 335d Sedan,Gasoline
1446,2010 BMW 328i xDrive Sedan AT,Gasoline
1447,2010 BMW 335i xDrive Sedan,Gasoline
1448,2010 BMW 328i xDrive Sedan,Gasoline
1449,2010 BMW 328i Sedan AT,Gasoline
1450,2010 BMW 335i Sedan,Gasoline
1451,2010 Mercedes-Benz GL350 BlueTEC 4Matic,Diesel fuel
1452,2010 Mercedes-Benz GL450 4Matic,Gasoline
1453,2010 Mercedes-Benz GL550 4Matic,Gasoline
1454,2010 Nissan Sentra 2.0,Gasoline
1455,2010 Nissan Sentra SE-R Spec V,Gasoline
1456,2011 Mercedes-Benz GL550 4Matic,Gasoline
1457,2011 Mercedes-Benz GL450 4Matic,Gasoline
1458,2011 Mercedes-Benz GL350 BlueTEC 4Matic,Diesel fuel
1459,2011 Nissan Versa Hatchback 1.8 S,Gasoline
1460,2011 Nissan Versa Hatchback 1.8 S AT,Gasoline
1461,2010 Nissan Versa Hatchback 1.8 S AT,Gasoline
1462,2010 Nissan Versa Hatchback 1.8 S,Gasoline
1463,2010 Mercedes-Benz GLK350,Gasoline
1464,2010 Mercedes-Benz GLK350 4Matic,Gasoline
1465,2011 Mercedes-Benz GLK350 4Matic,Gasoline
1466,2011 Mercedes-Benz GLK350,Gasoline
1467,2011 BMW 335d Sedan,Gasoline
1468,2011 BMW 335i xDrive Sedan AT,Gasoline
1469,2011 BMW 328i Sedan,Gasoline
1470,2011 BMW 328i xDrive Sedan AT,Gasoline
1471,2011 BMW 328i xDrive Sedan,Gasoline
1472,2011 BMW 328i Sedan AT,Gasoline
1473,2011 BMW 335i Sedan AT,Gasoline
1474,2011 BMW 335i xDrive Sedan,Gasoline
1475,2011 BMW 335i Sedan,Gasoline
1476,2012 Ford Escape XLS,Gasoline
1477,2012 Ford Escape XLS AT,Gasoline
1478,2012 Ford Escape XLS AWD,Gasoline
1479,2012 Ford Escape XLT,Gasoline
1480,2012 Ford Escape XLT FFV,E85
1481,2012 Ford Escape XLT 4WD,Gasoline
1482,2012 Ford Escape XLT 4WD FFV,E85
1483,2012 Ford Escape Limited,Gasoline
1484,2012 Ford Escape Limited FFV,E85
1485,2012 Ford Escape Limited 4WD,Gasoline
1486,2012 Ford Escape Limited 4WD FFV,E85
1487,2011 Ford Escape XLS,Gasoline
1488,2011 Ford Escape XLS AT,Gasoline
1489,2011 Ford Escape XLS AWD,Gasoline
1490,2011 Ford Escape XLT,Gasoline
1491,2011 Ford Escape XLT FFV,Gasoline
1492,2011 Ford Escape XLT AWD,Gasoline
1493,2011 Ford Escape XLT AWD FFV,E85
1494,2011 Ford Escape Limited,Gasoline
1495,2011 Ford Escape Limited FFV,Gasoline
1496,2011 Ford Escape Limited AWD,Gasoline
1497,2010 Mercedes-Benz R350 BlueTEC 4Matic,Diesel fuel
1498,2010 Mercedes-Benz R350 4Matic,Gasoline
1499,2011 Mercedes-Benz R350 BlueTEC 4Matic,Diesel fuel
1500,2011 Mercedes-Benz R350 4Matic,Gasoline
1501,2012 Chevrolet Cruze LS,Gasoline
1502,2012 Chevrolet Cruze LS AT,Gasoline
1503,2012 Chevrolet Cruze 1LT,Gasoline
1504,2012 Chevrolet Cruze 1LT AT,Gasoline
1505,2012 Chevrolet Cruze Eco,Gasoline
1506,2012 Chevrolet Cruze Eco AT,Gasoline
1507,2012 Chevrolet Cruze 2LT,Gasoline
1508,2012 Chevrolet Cruze 2LT AT,Gasoline
1509,2012 Chevrolet Cruze LTZ,Gasoline
1510,2010 BMW 328i xDrive Sports Wagon AT,Gasoline
1511,2010 BMW 328i Sports Wagon,Gasoline
1512,2010 BMW 328i xDrive Sports Wagon,Gasoline
1513,2010 BMW 328i Sports Wagon AT,Gasoline
1514,2011 Chevrolet Cruze LS,Gasoline
1515,2011 Chevrolet Cruze LS AT,Gasoline
1516,2011 Chevrolet Cruze 1LT,Gasoline
1517,2011 Chevrolet Cruze Eco,Gasoline
1518,2011 Chevrolet Cruze Eco AT,Gasoline
1519,2011 Chevrolet Cruze 2LT,Gasoline
1520,2011 Chevrolet Cruze LTZ,Gasoline
1521,2011 Cadillac SRX,Gasoline
1522,2011 Cadillac SRX Luxury,Gasoline
1523,2011 Cadillac SRX Performance,Gasoline
1524,2011 Cadillac SRX Luxury AWD,Gasoline
1525,2011 Cadillac SRX Premium,Gasoline
1526,2011 Cadillac SRX Premium AWD,Gasoline
1527,2011 Cadillac SRX Performance AWD,Gasoline
1528,2010 Ford Escape XLS,Gasoline
1529,2010 Ford Escape XLS AT,Gasoline
1530,2010 Ford Escape XLS AWD,Gasoline
1531,2010 Ford Escape XLT,Gasoline
1532,2010 Ford Escape XLT FFV,Gasoline
1533,2010 Ford Escape XLT AWD,Gasoline
1534,2010 Ford Escape XLT AWD FFV,E85
1535,2010 Ford Escape Limited,Gasoline
1536,2010 Ford Escape Limited FFV,Gasoline
1537,2010 Ford Escape Limited AWD,Gasoline
1538,2010 Ford Escape Limited AWD FFV,E85
1539,2011 Nissan Versa Sedan 1.8 SL,Gasoline
1540,2011 Nissan Versa Sedan 1.8 S,Gasoline
1541,2011 Nissan Versa Sedan 1.8 S AT,Gasoline
1542,2011 Nissan Versa Sedan 1.6,Gasoline
1543,2011 Nissan Versa Sedan 1.6 AT,Gasoline
1544,2011 Nissan Versa 1.6 Sedan,Gasoline
1545,2011 Cadillac Escalade ESV AWD,Gasoline
1546,2011 Cadillac Escalade ESV Luxury,E85
1547,2011 Cadillac Escalade ESV Luxury AWD,E85
1548,2011 Cadillac Escalade ESV Premium,E85
1549,2011 Cadillac Escalade ESV Premium AWD,Gasoline
1550,2011 Cadillac Escalade ESV Platinum,E85
1551,2011 Cadillac Escalade ESV Platinum AWD,Gasoline
1552,2010 Nissan Versa Sedan 1.8 S,Gasoline
1553,2010 Nissan Versa Sedan 1.6 AT,Gasoline
1554,2010 Nissan Versa Sedan 1.8 S AT,Gasoline
1555,2010 Nissan Versa Sedan 1.6,Gasoline
1556,2010 Nissan Versa Sedan 1.8 SL,Gasoline
1557,2010 Nissan Versa 1.6 Sedan,Gasoline
1558,2011 BMW 328i Sports Wagon,Gasoline
1559,2011 BMW 328i Sports Wagon AT,Gasoline
1560,2011 BMW 328i xDrive Sports Wagon,Gasoline
1561,2011 BMW 328i xDrive Sports Wagon AT,Gasoline
1562,2010 Cadillac Escalade ESV,Gasoline
1563,2010 Cadillac Escalade ESV AWD,E85
1564,2010 Cadillac Escalade ESV Luxury,Gasoline
1565,2010 Cadillac Escalade ESV Luxury AWD,E85
1566,2010 Cadillac Escalade ESV Premium,E85
1567,2010 Cadillac Escalade ESV Premium AWD,E85
1568,2010 Cadillac Escalade ESV Platinum,Gasoline
1569,2010 Cadillac Escalade ESV Platinum AWD,Gasoline
1570,2011 Cadillac Escalade Hybrid,Gasoline
1571,2011 Cadillac Escalade Hybrid 4WD,Gasoline
1572,2011 Cadillac Escalade Hybrid Platinum,Gasoline
1573,2011 Cadillac Escalade Hybrid Platinum 4WD,Gasoline
1574,2011 Dodge Avenger Mainstreet,Gasoline
1575,2011 Dodge Avenger Express,Gasoline
1576,2011 Dodge Avenger Heat,Gasoline
1577,2011 Dodge Avenger Lux,Gasoline
1578,2011 Honda CR-V LX,Gasoline
1579,2011 Honda CR-V LX 4WD,Gasoline
1580,2011 Honda CR-V SE,Gasoline
1581,2011 Honda CR-V SE 4WD,Gasoline
1582,2011 Honda CR-V EX,Gasoline
1583,2011 Honda CR-V EX 4WD,Gasoline
1584,2011 Honda CR-V EX-L,Gasoline
1585,2011 Honda CR-V EX-L 4WD,Gasoline
1586,2010 Dodge Avenger SXT,Gasoline
1587,2010 Dodge Avenger Express,Gasoline
1588,2010 Dodge Avenger R/T,Gasoline
1589,2010 Honda CR-V LX,Gasoline
1590,2010 Honda CR-V LX 4WD,Gasoline
1591,2010 Honda CR-V EX,Gasoline
1592,2010 Honda CR-V EX 4WD,Gasoline
1593,2010 Honda CR-V EX-L,Gasoline
1594,2010 Honda CR-V EX-L 4WD,Gasoline
1595,2010 Cadillac Escalade Hybrid,Gasoline
1596,2010 Cadillac Escalade Hybrid Platinum,Gasoline
1597,2010 Cadillac DTS,Gasoline
1598,2010 Cadillac DTS Luxury,Gasoline
1599,2010 Cadillac DTS Premium,Gasoline
1600,2010 Cadillac DTS Platinum,Gasoline
1601,2011 Honda Element LX,Gasoline
1602,2011 Honda Element LX 4WD,Gasoline
1603,2011 Honda Element EX,Gasoline
1604,2011 Honda Element EX 4WD,Gasoline
1605,2010 Cadillac SRX,Gasoline
1606,2010 Cadillac SRX Luxury,Gasoline
1607,2010 Cadillac SRX Luxury AWD,Gasoline
1608,2010 Cadillac SRX Performance,Gasoline
1609,2010 Cadillac SRX Performance AWD,Gasoline
1610,2010 Cadillac SRX Performance 2.8L Turbo AWD,Gasoline
1611,2010 Cadillac SRX Premium,Gasoline
1612,2010 Cadillac SRX Premium AWD,Gasoline
1613,2010 Cadillac SRX Premium 2.8L Turbo AWD,Gasoline
1614,2011 Cadillac Escalade,E85
1615,2011 Cadillac Escalade AWD,E85
1616,2011 Cadillac Escalade Luxury,E85
1617,2011 Cadillac Escalade Luxury AWD,E85
1618,2011 Cadillac Escalade Premium,E85
1619,2011 Cadillac Escalade Premium AWD,E85
1620,2011 Cadillac Escalade Platinum,E85
1621,2011 Cadillac Escalade Platinum AWD,Gasoline
1622,2011 Nissan Xterra Pro-4X,Gasoline
1623,2011 Nissan Xterra X,Gasoline
1624,2011 Nissan Xterra X 4x4,Gasoline
1625,2011 Nissan Xterra Pro-4X AT,Gasoline
1626,2011 Nissan Xterra S,Gasoline
1627,2011 Nissan Xterra S 4x4,Gasoline
1628,2011 Nissan Xterra S 4x4 AT,Gasoline
1629,2010 Nissan Xterra S 4x4,Gasoline
1630,2010 Nissan Xterra SE 4x4,Gasoline
1631,2010 Nissan Xterra SE,Gasoline
1632,2010 Nissan Xterra X,Gasoline
1633,2010 Nissan Xterra X 4x4,Gasoline
1634,2010 Nissan Xterra X 4x4 AT,Gasoline
1635,2010 Nissan Xterra X AT,Gasoline
1636,2010 Nissan Xterra Off-Road,Gasoline
1637,2010 Nissan Xterra S,Gasoline
1638,2012 Nissan Altima Coupe 2.5 S MT,Gasoline
1639,2012 Nissan Altima Coupe 3.5 SR MT,Gasoline
1640,2010 BMW 535i xDrive Sedan,Gasoline
1641,2010 BMW 528i Sedan AT,Gasoline
1642,2010 BMW 550i Sedan AT,Gasoline
1643,2010 BMW 528i Sedan,Gasoline
1644,2010 BMW 535i xDrive Sedan AT,Gasoline
1645,2010 BMW 528i xDrive Sedan AT,Gasoline
1646,2010 BMW 550i Sedan,Gasoline
1647,2010 BMW 528i xDrive Sedan,Gasoline
1648,2010 BMW 535i Sedan AT,Gasoline
1649,2010 BMW 535i Sedan,Gasoline
1650,2010 Mercedes-Benz ML550 4MATIC,Gasoline
1651,2010 Mercedes-Benz ML350 BlueTEC,Diesel fuel
1652,2010 Mercedes-Benz ML63 AMG,Gasoline
1653,2010 Mercedes-Benz ML350 4MATIC,Gasoline
1654,2010 Mercedes-Benz ML350,Gasoline
1655,2011 Mercedes-Benz ML350,Gasoline
1657,2011 Mercedes-Benz ML350 BlueTEC,Diesel fuel
1659,2011 Mercedes-Benz ML550 4MATIC,Gasoline
1661,2012 Nissan Sentra SE-R Spec V,Gasoline
1662,2012 Nissan Sentra 2.0,Gasoline
1663,2012 Nissan Versa Hatchback 1.8 S AT,Gasoline
1664,2012 Nissan Versa Hatchback 1.8 S,Gasoline
1665,2011 Toyota Sienna,Gasoline
1666,2011 Toyota Sienna 3.5L,Gasoline
1667,2011 Toyota Sienna LE,Gasoline
1668,2011 Toyota Sienna LE 3.5L,Gasoline
1669,2011 Toyota Sienna LE 3.5L AWD,Gasoline
1670,2011 Toyota Sienna LE Mobility Auto Access,Gasoline
1671,2011 Toyota Sienna SE,Gasoline
1672,2011 Toyota Sienna XLE,Gasoline
1673,2011 Toyota Sienna XLE AWD,Gasoline
1674,2011 Toyota Sienna XLE Mobility Auto Access,Gasoline
1675,2011 Toyota Sienna Limited,Gasoline
1676,2011 Toyota Sienna Limited AWD,Gasoline
1677,2011 BMW 550i Sedan,Gasoline
1678,2011 BMW 535i Sedan AT,Gasoline
1679,2011 BMW 535i Sedan,Gasoline
1680,2011 BMW 550i Sedan AT,Gasoline
1681,2012 Nissan Versa Sedan 1.6 S,Gasoline
1682,2011 Mercedes-Benz SL550,Gasoline
1683,2011 Mercedes-Benz SL63 AMG,Gasoline
1684,2011 Mercedes-Benz SL65 AMG,Gasoline
1685,2010 Mercedes-Benz SLK300,Gasoline
1686,2010 Mercedes-Benz SLK350,Gasoline
1687,2010 Mercedes-Benz SLK55 AMG,Gasoline
1688,2011 Mercedes-Benz SLK300,Gasoline
1689,2011 Mercedes-Benz SLK350,Gasoline
1690,2010 Mercedes-Benz SLK300 AT,Gasoline
1691,2011 Lincoln MKS AWD,Gasoline
1692,2011 Lincoln MKS Ecoboost,Gasoline
1693,2011 Lincoln MKS,Gasoline
1694,2010 Lincoln MKS,Gasoline
1695,2010 Lincoln MKS Ecoboost,Gasoline
1696,2010 Lincoln MKS AWD,Gasoline
1697,2010 BMW 535i xDrive Sports Wagon AT,Gasoline
1698,2010 BMW 535i xDrive Sports Wagon,Gasoline
1699,2011 Mercedes-Benz SLK300 AT,Gasoline
1700,2011 Lincoln MKT Ecoboost,Gasoline
1701,2011 Lincoln MKT AWD,Gasoline
1702,2011 Lincoln MKT,Gasoline
1703,2010 Lincoln MKT,Gasoline
1704,2010 Lincoln MKT AWD,Gasoline
1705,2010 Lincoln MKT Ecoboost,Gasoline
1706,2011 Lincoln MKX,Gasoline
1707,2011 Lincoln MKX AWD,Gasoline
1708,2010 Lincoln MKX AWD,Gasoline
1709,2010 Lincoln MKX,Gasoline
1710,2010 Cadillac Escalade,Gasoline
1711,2010 Cadillac Escalade AWD,E85
1712,2010 Cadillac Escalade Luxury,E85
1713,2010 Cadillac Escalade Luxury AWD,Gasoline
1714,2010 Cadillac Escalade Premium,Gasoline
1715,2010 Cadillac Escalade Premium AWD,E85
1716,2010 Cadillac Escalade Platinum,Gasoline
1717,2010 Cadillac Escalade Platinum AWD,Gasoline
1718,2011 Lincoln MKZ Sedan,Gasoline
1719,2011 Lincoln MKZ Sedan AWD,Gasoline
1720,2010 Lincoln MKZ Sedan AWD,Gasoline
1721,2010 Lincoln MKZ Sedan,Gasoline
1722,2010 Mazda CX-9 Sport,Gasoline
1723,2010 Mazda CX-9 Sport AWD,Gasoline
1724,2010 Mazda CX-9 Touring,Gasoline
1725,2010 Mazda CX-9 Touring AWD,Gasoline
1726,2010 Mazda CX-9 Grand Touring,Gasoline
1727,2010 Mazda CX-9 Grand Touring AWD,Gasoline
1728,2010 Toyota Sienna CE,Gasoline
1729,2010 Toyota Sienna CE 8-Passenger,Gasoline
1730,2010 Toyota Sienna LE,Gasoline
1731,2010 Toyota Sienna LE AWD,Gasoline
1732,2010 Toyota Sienna LE 8-Passenger,Gasoline
1733,2010 Toyota Sienna XLE,Gasoline
1734,2010 Toyota Sienna XLE AWD,Gasoline
1735,2010 Toyota Sienna Limited,Gasoline
1736,2010 Toyota Sienna Limited AWD,Gasoline
1737,2010 Honda Element LX,Gasoline
1738,2010 Honda Element LX 4WD,Gasoline
1739,2010 Honda Element EX,Gasoline
1740,2010 Honda Element EX 4WD,Gasoline
1741,2010 Honda Element EX 4WD AT,Gasoline
1742,2010 Honda Element SC,Gasoline
1743,2010 Honda Element SC AT,Gasoline
1744,2011 Mazda Mazda2 Sport,Gasoline
1745,2011 Mazda Mazda2 Sport AT,Gasoline
1746,2011 Mazda Mazda2 Touring,Gasoline
1747,2011 Mazda Mazda2 Touring AT,Gasoline
1748,2011 Mazda Mazda3 4-Door i SV,Gasoline
1749,2011 Mazda Mazda3 4-Door i Sport,Gasoline
1750,2011 Mazda Mazda3 4-Door i Sport AT,Gasoline
1751,2011 Mazda Mazda3 4-Door i Touring,Gasoline
1752,2011 Mazda Mazda3 4-Door i Touring AT,Gasoline
1753,2011 Mazda Mazda3 4-Door s Sport,Gasoline
1754,2011 Mazda Mazda3 4-Door s Sport AT,Gasoline
1755,2011 Mazda Mazda3 4-Door s Grand Touring,Gasoline
1756,2011 Mazda Mazda3 4-Door s Grand Touring AT,Gasoline
1757,2011 Mazda Mazda3 5-Door s Sport,Gasoline
1758,2011 Mazda Mazda3 5-Door s Sport AT,Gasoline
1759,2011 Mazda Mazda3 5-Door s Grand Touring,Gasoline
1760,2011 Mazda Mazda3 5-Door s Grand Touring AT,Gasoline
1761,2012 Ford Explorer,Gasoline
1762,2012 Ford Explorer EcoBoost,Gasoline
1763,2012 Ford Explorer 4WD,Gasoline
1764,2012 Ford Explorer XLT,Gasoline
1765,2012 Ford Explorer XLT EcoBoost,Gasoline
1766,2012 Ford Explorer XLT 4WD,Gasoline
1767,2012 Ford Explorer Limited,Gasoline
1768,2012 Ford Explorer Limited EcoBoost,Gasoline
1769,2012 Ford Explorer Limited 4WD,Gasoline
1770,2010 Mazda Mazda3 5-Door s Sport,Gasoline
1771,2010 Mazda Mazda3 5-Door s Sport AT,Gasoline
1772,2010 Mazda Mazda3 5-Door s Grand Touring,Gasoline
1773,2010 Mazda Mazda3 5-Door s Grand Touring AT,Gasoline
1774,2011 Ford Explorer,Gasoline
1775,2011 Ford Explorer 4WD,Gasoline
1776,2011 Ford Explorer XLT,Gasoline
1777,2011 Ford Explorer XLT 4WD,Gasoline
1778,2011 Ford Explorer Limited,Gasoline
1779,2011 Ford Explorer Limited 4WD,Gasoline
1780,2010 Mazda Mazda3 4-Door i SV,Gasoline
1781,2010 Mazda Mazda3 4-Door i Sport,Gasoline
1782,2010 Mazda Mazda3 4-Door i Sport AT,Gasoline
1783,2010 Mazda Mazda3 4-Door i Touring,Gasoline
1784,2010 Mazda Mazda3 4-Door i Touring AT,Gasoline
1785,2010 Mazda Mazda3 4-Door s Sport,Gasoline
1786,2010 Mazda Mazda3 4-Door s Sport AT,Gasoline
1787,2010 Mazda Mazda3 4-Door s Grand Touring,Gasoline
1788,2010 Mazda Mazda3 4-Door s Grand Touring AT,Gasoline
1789,2011 Mazda Mazdaspeed3 Sport,Gasoline
1790,2010 Mazda Mazdaspeed3 Sport,Gasoline
1791,2010 Ford Explorer XLT,Gasoline
1792,2010 Ford Explorer XLT 4WD,Gasoline
1793,2010 Ford Explorer XLT AWD,Gasoline
1794,2010 Ford Explorer XLT 4.6L 4WD,Gasoline
1795,2010 Ford Explorer Eddie Bauer,Gasoline
1796,2010 Ford Explorer Eddie Bauer 4WD,Gasoline
1797,2010 Ford Explorer Eddie Bauer 4.6L 4WD,Gasoline
1798,2010 Ford Explorer Limited,Gasoline
1799,2010 Ford Explorer Limited 4WD,Gasoline
1800,2010 Ford Explorer Limited AWD,Gasoline
1801,2010 Ford Explorer Limited 4.6L AWD,Gasoline
1802,2012 Mazda Mazda5 Sport,Gasoline
1803,2012 Mazda Mazda5 Sport AT,Gasoline
1804,2012 Mazda Mazda5 Touring,Gasoline
1805,2012 Mazda Mazda5 Grand Touring,Gasoline
1806,2010 Mazda Mazda5 Sport,Gasoline
1807,2010 Mazda Mazda5 Sport AT,Gasoline
1808,2010 Mazda Mazda5 Touring,Gasoline
1809,2010 Mazda Mazda5 Grand Touring,Gasoline
1810,2011 Honda Pilot LX,Gasoline
1811,2011 Honda Pilot LX 4WD,Gasoline
1812,2011 Honda Pilot EX,Gasoline
1813,2011 Honda Pilot EX 4WD,Gasoline
1814,2011 Honda Pilot EX-L,Gasoline
1815,2011 Honda Pilot EX-L 4WD,Gasoline
1816,2011 Honda Pilot Touring,Gasoline
1817,2011 Honda Pilot Touring 4WD,Gasoline
1818,2012 Mazda Mazda6 i Sport,Gasoline
1819,2012 Mazda Mazda6 i Sport AT,Gasoline
1820,2012 Mazda Mazda6 i Touring,Gasoline
1821,2012 Mazda Mazda6 i Touring Plus,Gasoline
1822,2012 Mazda Mazda6 i Grand Touring,Gasoline
1823,2012 Mazda Mazda6 s Touring Plus,Gasoline
1824,2012 Mazda Mazda6 s Grand Touring,Gasoline
1825,2011 Cadillac CTS Sport Wagon,Gasoline
1826,2011 Cadillac CTS Sport Wagon AWD,Gasoline
1827,2011 Cadillac CTS Sport Wagon Luxury,Gasoline
1828,2011 Cadillac CTS Sport Wagon Luxury AWD,Gasoline
1829,2011 Cadillac CTS Sport Wagon Performance,Gasoline
1830,2011 Cadillac CTS Sport Wagon Performance AWD,Gasoline
1831,2011 Cadillac CTS Sport Wagon Performance 3.6L,Gasoline
1832,2011 Cadillac CTS Sport Wagon Performance 3.6L AWD,Gasoline
1833,2011 Cadillac CTS Sport Wagon Premium,Gasoline
1834,2011 Cadillac CTS Sport Wagon Premium AWD,Gasoline
1835,2011 Lincoln Navigator L 4WD,E85
1836,2011 Lincoln Navigator 4WD,Gasoline
1837,2011 Lincoln Navigator,E85
1838,2011 Lincoln Navigator L,Gasoline
1839,2010 Lincoln Navigator L,E85
1840,2010 Lincoln Navigator,Gasoline
1841,2011 Lincoln Town Car Signature Limited,E85
1842,2011 Lincoln Town Car Signature L,E85
1843,2010 Lincoln Town Car Signature L,Gasoline
1844,2010 Lincoln Town Car Signature Limited,E85
1845,2011 Mercedes-Benz C300 Sport,Gasoline
1846,2010 BMW 535i Gran Turismo,Gasoline
1847,2010 BMW 550i Gran Turismo,Gasoline
1848,2010 BMW 550i xDrive Gran Turismo,Gasoline
1849,2010 Infiniti FX35,Gasoline
1850,2010 Infiniti FX35 AWD,Gasoline
1851,2010 Infiniti FX50 AWD,Gasoline
1852,2011 Mercedes-Benz C300 Sport AT,Gasoline
1853,2011 Mercedes-Benz C300 4Matic Sport,Gasoline
1854,2010 Cadillac CTS Sport Wagon,Gasoline
1855,2010 Cadillac CTS Sport Wagon AWD,Gasoline
1856,2010 Cadillac CTS Sport Wagon Luxury,Gasoline
1857,2010 Cadillac CTS Sport Wagon Luxury AWD,Gasoline
1858,2010 Cadillac CTS Sport Wagon Performance,Gasoline
1859,2010 Cadillac CTS Sport Wagon Performance AWD,Gasoline
1860,2010 Cadillac CTS Sport Wagon Performance 3.6L,Gasoline
1861,2010 Cadillac CTS Sport Wagon Performance 3.6L AWD,Gasoline
1862,2010 Cadillac CTS Sport Wagon Premium,Gasoline
1863,2010 Cadillac CTS Sport Wagon Premium AWD,Gasoline
1864,2011 Infiniti FX35,Gasoline
